revenue,expenses,profit,year,month,day,company,date
8605,7327,1278,2001,2,8,xyz,2030-02-08
6482,6252,230,2001,2,9,xyz,2030-02-09
5136,2878,2258,2001,2,10,xyz,2030-02-10
4046,845,3201,2001,2,11,xyz,2030-02-11
2322,5952,-3630,2001,2,12,xyz,2030-02-12
5563,5656,-93,2001,2,13,xyz,2030-02-13
6854,6137,717,2001,2,14,xyz,2030-02-14
6972,4800,2172,2001,2,15,xyz,2030-02-15
3039,2321,718,2001,2,16,xyz,2030-02-16
5315,7881,-2566,2001,2,17,xyz,2030-02-17
4065,7740,-3675,2001,2,18,xyz,2030-02-18
5143,5428,-285,2001,2,19,xyz,2030-02-19
3979,9172,-5193,2001,2,20,xyz,2030-02-20
9487,3328,6159,2001,2,21,xyz,2030-02-21
1891,5006,-3115,2001,2,22,xyz,2030-02-22
6766,1754,5012,2001,2,23,xyz,2030-02-23
7292,5468,1824,2001,2,24,xyz,2030-02-24
1160,9477,-8317,2001,2,25,xyz,2030-02-25
7172,8598,-1426,2001,2,26,xyz,2030-02-26
2566,6882,-4316,2001,2,27,xyz,2030-02-27
6377,585,5792,2001,2,28,xyz,2030-02-28
3581,2748,833,2001,3,1,xyz,2030-03-01
5314,7846,-2532,2001,3,2,xyz,2030-03-02
4604,4985,-381,2001,3,3,xyz,2030-03-03
6835,4009,2826,2001,3,4,xyz,2030-03-04
8926,1155,7771,2001,3,5,xyz,2030-03-05
1287,3801,-2514,2001,3,6,xyz,2030-03-06
9940,5956,3984,2001,3,7,xyz,2030-03-07
3709,7831,-4122,2001,3,8,xyz,2030-03-08
3166,3707,-541,2001,3,9,xyz,2030-03-09
8611,3212,5399,2001,3,10,xyz,2030-03-10
3140,3139,1,2001,3,11,xyz,2030-03-11
7189,9202,-2013,2001,3,12,xyz,2030-03-12
6679,9035,-2356,2001,3,13,xyz,2030-03-13
9033,5642,3391,2001,3,14,xyz,2030-03-14
5112,6372,-1260,2001,3,15,xyz,2030-03-15
1407,1167,240,2001,3,16,xyz,2030-03-16
3755,5154,-1399,2001,3,17,xyz,2030-03-17
6345,5639,706,2001,3,18,xyz,2030-03-18
5712,5050,662,2001,3,19,xyz,2030-03-19
4319,2019,2300,2001,3,20,xyz,2030-03-20
6988,9908,-2920,2001,3,21,xyz,2030-03-21
1336,9414,-8078,2001,3,22,xyz,2030-03-22
4246,6490,-2244,2001,3,23,xyz,2030-03-23
7093,3251,3842,2001,3,24,xyz,2030-03-24
8021,680,7341,2001,3,25,xyz,2030-03-25
5207,866,4341,2001,3,26,xyz,2030-03-26
7357,2534,4823,2001,3,27,xyz,2030-03-27
4990,6540,-1550,2001,3,28,xyz,2030-03-28
1534,5017,-3483,2001,3,29,xyz,2030-03-29
6171,8086,-1915,2001,3,30,xyz,2030-03-30
6371,6396,-25,2001,3,31,xyz,2030-03-31
1184,7512,-6328,2001,4,1,xyz,2030-04-01
8082,1955,6127,2001,4,2,xyz,2030-04-02
7182,3518,3664,2001,4,3,xyz,2030-04-03
6759,6686,73,2001,4,4,xyz,2030-04-04
1737,8026,-6289,2001,4,5,xyz,2030-04-05
5141,3193,1948,2001,4,6,xyz,2030-04-06
2891,9884,-6993,2001,4,7,xyz,2030-04-07
6801,9354,-2553,2001,4,8,xyz,2030-04-08
8208,842,7366,2001,4,9,xyz,2030-04-09
9109,8782,327,2001,4,10,xyz,2030-04-10
3131,8105,-4974,2001,4,11,xyz,2030-04-11
6335,7691,-1356,2001,4,12,xyz,2030-04-12
3486,2213,1273,2001,4,13,xyz,2030-04-13
8194,2694,5500,2001,4,14,xyz,2030-04-14
5070,7758,-2688,2001,4,15,xyz,2030-04-15
6248,3578,2670,2001,4,16,xyz,2030-04-16
5748,4151,1597,2001,4,17,xyz,2030-04-17
4335,8845,-4510,2001,4,18,xyz,2030-04-18
9617,9689,-72,2001,4,19,xyz,2030-04-19
9544,7074,2470,2001,4,20,xyz,2030-04-20
3091,4373,-1282,2001,4,21,xyz,2030-04-21
9470,8286,1184,2001,4,22,xyz,2030-04-22
7400,1798,5602,2001,4,23,xyz,2030-04-23
1536,7653,-6117,2001,4,24,xyz,2030-04-24
3621,4244,-623,2001,4,25,xyz,2030-04-25
2964,3824,-860,2001,4,26,xyz,2030-04-26
5253,5021,232,2001,4,27,xyz,2030-04-27
8968,7736,1232,2001,4,28,xyz,2030-04-28
8685,2699,5986,2001,4,29,xyz,2030-04-29
6238,6268,-30,2001,4,30,xyz,2030-04-30
1277,7312,-6035,2001,5,1,xyz,2030-05-01
1805,6778,-4973,2001,5,2,xyz,2030-05-02
9149,769,8380,2001,5,3,xyz,2030-05-03
4336,609,3727,2001,5,4,xyz,2030-05-04
8496,5967,2529,2001,5,5,xyz,2030-05-05
8694,9938,-1244,2001,5,6,xyz,2030-05-06
5967,3088,2879,2001,5,7,xyz,2030-05-07
7987,8708,-721,2001,5,8,xyz,2030-05-08
3540,8591,-5051,2001,5,9,xyz,2030-05-09
9188,5429,3759,2001,5,10,xyz,2030-05-10
2353,5015,-2662,2001,5,11,xyz,2030-05-11
3296,4458,-1162,2001,5,12,xyz,2030-05-12
9671,3315,6356,2001,5,13,xyz,2030-05-13
3041,9727,-6686,2001,5,14,xyz,2030-05-14
3720,854,2866,2001,5,15,xyz,2030-05-15
7442,1849,5593,2001,5,16,xyz,2030-05-16
1490,5476,-3986,2001,5,17,xyz,2030-05-17
4161,6365,-2204,2001,5,18,xyz,2030-05-18
1341,2402,-1061,2001,5,19,xyz,2030-05-19
6646,5363,1283,2001,5,20,xyz,2030-05-20
6984,9771,-2787,2001,5,21,xyz,2030-05-21
5289,3427,1862,2001,5,22,xyz,2030-05-22
8148,6066,2082,2001,5,23,xyz,2030-05-23
5645,5294,351,2001,5,24,xyz,2030-05-24
8428,4945,3483,2001,5,25,xyz,2030-05-25
6235,8303,-2068,2001,5,26,xyz,2030-05-26
5294,3619,1675,2001,5,27,xyz,2030-05-27
6475,2493,3982,2001,5,28,xyz,2030-05-28
8940,3272,5668,2001,5,29,xyz,2030-05-29
3991,3672,319,2001,5,30,xyz,2030-05-30
4977,2273,2704,2001,5,31,xyz,2030-05-31
4281,4544,-263,2001,6,1,xyz,2030-06-01
2490,6291,-3801,2001,6,2,xyz,2030-06-02
4433,2144,2289,2001,6,3,xyz,2030-06-03
8055,3739,4316,2001,6,4,xyz,2030-06-04
8013,1971,6042,2001,6,5,xyz,2030-06-05
4856,6203,-1347,2001,6,6,xyz,2030-06-06
3774,8824,-5050,2001,6,7,xyz,2030-06-07
7772,3723,4049,2001,6,8,xyz,2030-06-08
8627,2490,6137,2001,6,9,xyz,2030-06-09
1220,6037,-4817,2001,6,10,xyz,2030-06-10
8774,2747,6027,2001,6,11,xyz,2030-06-11
7156,7080,76,2001,6,12,xyz,2030-06-12
8796,1125,7671,2001,6,13,xyz,2030-06-13
2178,1453,725,2001,6,14,xyz,2030-06-14
7630,6752,878,2001,6,15,xyz,2030-06-15
4640,3928,712,2001,6,16,xyz,2030-06-16
1160,1774,-614,2001,6,17,xyz,2030-06-17
7624,1754,5870,2001,6,18,xyz,2030-06-18
6365,1690,4675,2001,6,19,xyz,2030-06-19
4583,523,4060,2001,6,20,xyz,2030-06-20
8046,2292,5754,2001,6,21,xyz,2030-06-21
2207,7404,-5197,2001,6,22,xyz,2030-06-22
8193,2271,5922,2001,6,23,xyz,2030-06-23
9910,8788,1122,2001,6,24,xyz,2030-06-24
5774,8421,-2647,2001,6,25,xyz,2030-06-25
1277,4077,-2800,2001,6,26,xyz,2030-06-26
7973,4921,3052,2001,6,27,xyz,2030-06-27
5546,693,4853,2001,6,28,xyz,2030-06-28
8301,3124,5177,2001,6,29,xyz,2030-06-29
2028,7426,-5398,2001,6,30,xyz,2030-06-30
9181,8362,819,2001,7,1,xyz,2030-07-01
7911,6399,1512,2001,7,2,xyz,2030-07-02
5982,8120,-2138,2001,7,3,xyz,2030-07-03
4795,4599,196,2001,7,4,xyz,2030-07-04
4907,8792,-3885,2001,7,5,xyz,2030-07-05
2197,8764,-6567,2001,7,6,xyz,2030-07-06
3500,3593,-93,2001,7,7,xyz,2030-07-07
7371,1720,5651,2001,7,8,xyz,2030-07-08
8853,8954,-101,2001,7,9,xyz,2030-07-09
3946,1320,2626,2001,7,10,xyz,2030-07-10
9504,2047,7457,2001,7,11,xyz,2030-07-11
7775,3729,4046,2001,7,12,xyz,2030-07-12
6620,5040,1580,2001,7,13,xyz,2030-07-13
1779,8725,-6946,2001,7,14,xyz,2030-07-14
8535,7774,761,2001,7,15,xyz,2030-07-15
6093,519,5574,2001,7,16,xyz,2030-07-16
6911,6602,309,2001,7,17,xyz,2030-07-17
3254,9749,-6495,2001,7,18,xyz,2030-07-18
5021,7500,-2479,2001,7,19,xyz,2030-07-19
3631,4295,-664,2001,7,20,xyz,2030-07-20
1398,916,482,2001,7,21,xyz,2030-07-21
2556,8447,-5891,2001,7,22,xyz,2030-07-22
3333,2370,963,2001,7,23,xyz,2030-07-23
1062,5244,-4182,2001,7,24,xyz,2030-07-24
3640,4023,-383,2001,7,25,xyz,2030-07-25
3420,7696,-4276,2001,7,26,xyz,2030-07-26
3308,5112,-1804,2001,7,27,xyz,2030-07-27
1163,2765,-1602,2001,7,28,xyz,2030-07-28
2867,793,2074,2001,7,29,xyz,2030-07-29
1153,1838,-685,2001,7,30,xyz,2030-07-30
1106,6791,-5685,2001,7,31,xyz,2030-07-31
9020,8610,410,2001,8,1,xyz,2030-08-01
7857,1398,6459,2001,8,2,xyz,2030-08-02
4022,3000,1022,2001,8,3,xyz,2030-08-03
6673,6866,-193,2001,8,4,xyz,2030-08-04
9198,5848,3350,2001,8,5,xyz,2030-08-05
7492,9339,-1847,2001,8,6,xyz,2030-08-06
7928,5853,2075,2001,8,7,xyz,2030-08-07
3062,7906,-4844,2001,8,8,xyz,2030-08-08
6661,866,5795,2001,8,9,xyz,2030-08-09
8871,1471,7400,2001,8,10,xyz,2030-08-10
7514,1060,6454,2001,8,11,xyz,2030-08-11
1761,2724,-963,2001,8,12,xyz,2030-08-12
7919,9833,-1914,2001,8,13,xyz,2030-08-13
2532,1459,1073,2001,8,14,xyz,2030-08-14
4295,8304,-4009,2001,8,15,xyz,2030-08-15
1406,4241,-2835,2001,8,16,xyz,2030-08-16
4816,4262,554,2001,8,17,xyz,2030-08-17
5499,8292,-2793,2001,8,18,xyz,2030-08-18
1815,6921,-5106,2001,8,19,xyz,2030-08-19
1062,5409,-4347,2001,8,20,xyz,2030-08-20
9385,4433,4952,2001,8,21,xyz,2030-08-21
1255,6766,-5511,2001,8,22,xyz,2030-08-22
3476,626,2850,2001,8,23,xyz,2030-08-23
9251,6079,3172,2001,8,24,xyz,2030-08-24
5671,1091,4580,2001,8,25,xyz,2030-08-25
8701,5225,3476,2001,8,26,xyz,2030-08-26
8309,4438,3871,2001,8,27,xyz,2030-08-27
8712,6689,2023,2001,8,28,xyz,2030-08-28
6516,2283,4233,2001,8,29,xyz,2030-08-29
1826,602,1224,2001,8,30,xyz,2030-08-30
3781,2000,1781,2001,8,31,xyz,2030-08-31
9003,1531,7472,2001,9,1,xyz,2030-09-01
7083,2612,4471,2001,9,2,xyz,2030-09-02
7482,2987,4495,2001,9,3,xyz,2030-09-03
7392,4276,3116,2001,9,4,xyz,2030-09-04
5011,1437,3574,2001,9,5,xyz,2030-09-05
4941,5392,-451,2001,9,6,xyz,2030-09-06
7897,5398,2499,2001,9,7,xyz,2030-09-07
4860,2354,2506,2001,9,8,xyz,2030-09-08
5398,3600,1798,2001,9,9,xyz,2030-09-09
3835,753,3082,2001,9,10,xyz,2030-09-10
3061,9473,-6412,2001,9,11,xyz,2030-09-11
9735,1603,8132,2001,9,12,xyz,2030-09-12
7558,1953,5605,2001,9,13,xyz,2030-09-13
8767,7278,1489,2001,9,14,xyz,2030-09-14
4411,3063,1348,2001,9,15,xyz,2030-09-15
3389,3378,11,2001,9,16,xyz,2030-09-16
3803,1485,2318,2001,9,17,xyz,2030-09-17
2010,9258,-7248,2001,9,18,xyz,2030-09-18
8877,8037,840,2001,9,19,xyz,2030-09-19
8373,2110,6263,2001,9,20,xyz,2030-09-20
5932,4088,1844,2001,9,21,xyz,2030-09-21
7485,4648,2837,2001,9,22,xyz,2030-09-22
3924,6939,-3015,2001,9,23,xyz,2030-09-23
3330,9031,-5701,2001,9,24,xyz,2030-09-24
8376,3262,5114,2001,9,25,xyz,2030-09-25
7538,4726,2812,2001,9,26,xyz,2030-09-26
1064,2039,-975,2001,9,27,xyz,2030-09-27
4488,2129,2359,2001,9,28,xyz,2030-09-28
8829,3340,5489,2001,9,29,xyz,2030-09-29
1777,4687,-2910,2001,9,30,xyz,2030-09-30
5105,4409,696,2001,10,1,xyz,2030-10-01
2557,7143,-4586,2001,10,2,xyz,2030-10-02
3673,798,2875,2001,10,3,xyz,2030-10-03
8240,3581,4659,2001,10,4,xyz,2030-10-04
4156,8127,-3971,2001,10,5,xyz,2030-10-05
6135,4222,1913,2001,10,6,xyz,2030-10-06
5455,9285,-3830,2001,10,7,xyz,2030-10-07
7165,7508,-343,2001,10,8,xyz,2030-10-08
1783,6097,-4314,2001,10,9,xyz,2030-10-09
4316,5001,-685,2001,10,10,xyz,2030-10-10
7278,5701,1577,2001,10,11,xyz,2030-10-11
5838,8334,-2496,2001,10,12,xyz,2030-10-12
9581,5006,4575,2001,10,13,xyz,2030-10-13
4822,1190,3632,2001,10,14,xyz,2030-10-14
8691,8442,249,2001,10,15,xyz,2030-10-15
5620,3239,2381,2001,10,16,xyz,2030-10-16
5842,8330,-2488,2001,10,17,xyz,2030-10-17
8150,5271,2879,2001,10,18,xyz,2030-10-18
2302,6304,-4002,2001,10,19,xyz,2030-10-19
5299,9477,-4178,2001,10,20,xyz,2030-10-20
4884,4301,583,2001,10,21,xyz,2030-10-21
9271,9646,-375,2001,10,22,xyz,2030-10-22
2710,5969,-3259,2001,10,23,xyz,2030-10-23
6762,4649,2113,2001,10,24,xyz,2030-10-24
9362,2094,7268,2001,10,25,xyz,2030-10-25
4677,6715,-2038,2001,10,26,xyz,2030-10-26
5797,8078,-2281,2001,10,27,xyz,2030-10-27
8523,9328,-805,2001,10,28,xyz,2030-10-28
7656,6977,679,2001,10,29,xyz,2030-10-29
8659,4699,3960,2001,10,30,xyz,2030-10-30
5056,7371,-2315,2001,10,31,xyz,2030-10-31
4661,5792,-1131,2001,11,1,xyz,2030-11-01
1011,2966,-1955,2001,11,2,xyz,2030-11-02
2971,3252,-281,2001,11,3,xyz,2030-11-03
2242,4852,-2610,2001,11,4,xyz,2030-11-04
7265,4749,2516,2001,11,5,xyz,2030-11-05
3551,1453,2098,2001,11,6,xyz,2030-11-06
4430,8230,-3800,2001,11,7,xyz,2030-11-07
2805,1580,1225,2001,11,8,xyz,2030-11-08
2868,5263,-2395,2001,11,9,xyz,2030-11-09
8505,1582,6923,2001,11,10,xyz,2030-11-10
4184,2677,1507,2001,11,11,xyz,2030-11-11
8076,4456,3620,2001,11,12,xyz,2030-11-12
6213,4473,1740,2001,11,13,xyz,2030-11-13
1723,1239,484,2001,11,14,xyz,2030-11-14
8418,8973,-555,2001,11,15,xyz,2030-11-15
5707,2509,3198,2001,11,16,xyz,2030-11-16
6725,8655,-1930,2001,11,17,xyz,2030-11-17
9294,7464,1830,2001,11,18,xyz,2030-11-18
9479,3284,6195,2001,11,19,xyz,2030-11-19
1962,6509,-4547,2001,11,20,xyz,2030-11-20
1661,8819,-7158,2001,11,21,xyz,2030-11-21
3740,8986,-5246,2001,11,22,xyz,2030-11-22
2831,3325,-494,2001,11,23,xyz,2030-11-23
1930,8033,-6103,2001,11,24,xyz,2030-11-24
6012,8495,-2483,2001,11,25,xyz,2030-11-25
4655,1289,3366,2001,11,26,xyz,2030-11-26
5241,9294,-4053,2001,11,27,xyz,2030-11-27
1168,5778,-4610,2001,11,28,xyz,2030-11-28
1713,4959,-3246,2001,11,29,xyz,2030-11-29
7428,7928,-500,2001,11,30,xyz,2030-11-30
1623,1893,-270,2001,12,1,xyz,2030-12-01
4081,5400,-1319,2001,12,2,xyz,2030-12-02
3331,5860,-2529,2001,12,3,xyz,2030-12-03
3387,7615,-4228,2001,12,4,xyz,2030-12-04
1116,5307,-4191,2001,12,5,xyz,2030-12-05
3828,6664,-2836,2001,12,6,xyz,2030-12-06
8058,1948,6110,2001,12,7,xyz,2030-12-07
8256,4123,4133,2001,12,8,xyz,2030-12-08
7312,7612,-300,2001,12,9,xyz,2030-12-09
7623,9979,-2356,2001,12,10,xyz,2030-12-10
8823,1543,7280,2001,12,11,xyz,2030-12-11
7559,9995,-2436,2001,12,12,xyz,2030-12-12
9996,2972,7024,2001,12,13,xyz,2030-12-13
5532,8116,-2584,2001,12,14,xyz,2030-12-14
4480,3219,1261,2001,12,15,xyz,2030-12-15
7365,7490,-125,2001,12,16,xyz,2030-12-16
5192,4450,742,2001,12,17,xyz,2030-12-17
8199,2604,5595,2001,12,18,xyz,2030-12-18
2290,4885,-2595,2001,12,19,xyz,2030-12-19
6804,5604,1200,2001,12,20,xyz,2030-12-20
1189,613,576,2001,12,21,xyz,2030-12-21
4093,4536,-443,2001,12,22,xyz,2030-12-22
7224,802,6422,2001,12,23,xyz,2030-12-23
9452,1132,8320,2001,12,24,xyz,2030-12-24
9578,4386,5192,2001,12,25,xyz,2030-12-25
9283,4772,4511,2001,12,26,xyz,2030-12-26
8376,4575,3801,2001,12,27,xyz,2030-12-27
6035,2973,3062,2001,12,28,xyz,2030-12-28
5901,9500,-3599,2001,12,29,xyz,2030-12-29
2791,5207,-2416,2001,12,30,xyz,2030-12-30
9864,8007,1857,2001,12,31,xyz,2030-12-31
7932,7228,704,2002,1,1,xyz,2031-01-01
9060,5745,3315,2002,1,2,xyz,2031-01-02
8301,6978,1323,2002,1,3,xyz,2031-01-03
4301,9446,-5145,2002,1,4,xyz,2031-01-04
5919,6706,-787,2002,1,5,xyz,2031-01-05
2884,2334,550,2002,1,6,xyz,2031-01-06
8973,3351,5622,2002,1,7,xyz,2031-01-07
7750,2402,5348,2002,1,8,xyz,2031-01-08
4556,8865,-4309,2002,1,9,xyz,2031-01-09
9322,9902,-580,2002,1,10,xyz,2031-01-10
9638,4930,4708,2002,1,11,xyz,2031-01-11
8710,4547,4163,2002,1,12,xyz,2031-01-12
8319,1128,7191,2002,1,13,xyz,2031-01-13
8094,5707,2387,2002,1,14,xyz,2031-01-14
5792,9237,-3445,2002,1,15,xyz,2031-01-15
6476,7404,-928,2002,1,16,xyz,2031-01-16
3464,8781,-5317,2002,1,17,xyz,2031-01-17
1695,7821,-6126,2002,1,18,xyz,2031-01-18
4683,7021,-2338,2002,1,19,xyz,2031-01-19
1864,2880,-1016,2002,1,20,xyz,2031-01-20
8054,8011,43,2002,1,21,xyz,2031-01-21
5040,4009,1031,2002,1,22,xyz,2031-01-22
6373,9284,-2911,2002,1,23,xyz,2031-01-23
8497,9398,-901,2002,1,24,xyz,2031-01-24
7533,3969,3564,2002,1,25,xyz,2031-01-25
5068,2063,3005,2002,1,26,xyz,2031-01-26
2915,2617,298,2002,1,27,xyz,2031-01-27
8809,1960,6849,2002,1,28,xyz,2031-01-28
8778,2946,5832,2002,1,29,xyz,2031-01-29
5731,6841,-1110,2002,1,30,xyz,2031-01-30
8323,5299,3024,2002,1,31,xyz,2031-01-31
5899,578,5321,2002,2,1,xyz,2031-02-01
7569,8333,-764,2002,2,2,xyz,2031-02-02
5185,6441,-1256,2002,2,3,xyz,2031-02-03
4518,5895,-1377,2002,2,4,xyz,2031-02-04
8335,5021,3314,2002,2,5,xyz,2031-02-05
7426,9763,-2337,2002,2,6,xyz,2031-02-06
1712,733,979,2002,2,7,xyz,2031-02-07
4709,6294,-1585,2002,2,8,xyz,2031-02-08
4093,4627,-534,2002,2,9,xyz,2031-02-09
7603,6923,680,2002,2,10,xyz,2031-02-10
6165,7797,-1632,2002,2,11,xyz,2031-02-11
2757,688,2069,2002,2,12,xyz,2031-02-12
4974,6516,-1542,2002,2,13,xyz,2031-02-13
7876,6915,961,2002,2,14,xyz,2031-02-14
7768,1805,5963,2002,2,15,xyz,2031-02-15
8090,1943,6147,2002,2,16,xyz,2031-02-16
3357,8318,-4961,2002,2,17,xyz,2031-02-17
2695,8609,-5914,2002,2,18,xyz,2031-02-18
1749,4975,-3226,2002,2,19,xyz,2031-02-19
8106,4955,3151,2002,2,20,xyz,2031-02-20
8081,4262,3819,2002,2,21,xyz,2031-02-21
3835,9042,-5207,2002,2,22,xyz,2031-02-22
1848,5432,-3584,2002,2,23,xyz,2031-02-23
5970,1578,4392,2002,2,24,xyz,2031-02-24
1652,1648,4,2002,2,25,xyz,2031-02-25
9167,4202,4965,2002,2,26,xyz,2031-02-26
3821,9791,-5970,2002,2,27,xyz,2031-02-27
9899,4655,5244,2002,2,28,xyz,2031-02-28
9733,5507,4226,2002,3,1,xyz,2031-03-01
4603,4643,-40,2002,3,2,xyz,2031-03-02
7818,1408,6410,2002,3,3,xyz,2031-03-03
6065,2208,3857,2002,3,4,xyz,2031-03-04
8152,705,7447,2002,3,5,xyz,2031-03-05
3713,9688,-5975,2002,3,6,xyz,2031-03-06
4088,9440,-5352,2002,3,7,xyz,2031-03-07
7508,7197,311,2002,3,8,xyz,2031-03-08
2275,2482,-207,2002,3,9,xyz,2031-03-09
2432,8826,-6394,2002,3,10,xyz,2031-03-10
5876,5249,627,2002,3,11,xyz,2031-03-11
4861,6005,-1144,2002,3,12,xyz,2031-03-12
9510,8941,569,2002,3,13,xyz,2031-03-13
7916,4121,3795,2002,3,14,xyz,2031-03-14
6974,2421,4553,2002,3,15,xyz,2031-03-15
5321,7971,-2650,2002,3,16,xyz,2031-03-16
1174,971,203,2002,3,17,xyz,2031-03-17
7201,6097,1104,2002,3,18,xyz,2031-03-18
5651,1465,4186,2002,3,19,xyz,2031-03-19
1631,5028,-3397,2002,3,20,xyz,2031-03-20
3641,9195,-5554,2002,3,21,xyz,2031-03-21
6465,5153,1312,2002,3,22,xyz,2031-03-22
6109,539,5570,2002,3,23,xyz,2031-03-23
2414,6461,-4047,2002,3,24,xyz,2031-03-24
2419,6305,-3886,2002,3,25,xyz,2031-03-25
3573,3758,-185,2002,3,26,xyz,2031-03-26
7982,5818,2164,2002,3,27,xyz,2031-03-27
4483,8039,-3556,2002,3,28,xyz,2031-03-28
6295,1630,4665,2002,3,29,xyz,2031-03-29
8570,3562,5008,2002,3,30,xyz,2031-03-30
8860,9590,-730,2002,3,31,xyz,2031-03-31
4649,9098,-4449,2002,4,1,xyz,2031-04-01
7873,4015,3858,2002,4,2,xyz,2031-04-02
7243,8148,-905,2002,4,3,xyz,2031-04-03
6334,7773,-1439,2002,4,4,xyz,2031-04-04
1896,8313,-6417,2002,4,5,xyz,2031-04-05
1496,7000,-5504,2002,4,6,xyz,2031-04-06
4592,8084,-3492,2002,4,7,xyz,2031-04-07
5767,2500,3267,2002,4,8,xyz,2031-04-08
2340,4200,-1860,2002,4,9,xyz,2031-04-09
8496,7294,1202,2002,4,10,xyz,2031-04-10
9426,1572,7854,2002,4,11,xyz,2031-04-11
2851,5359,-2508,2002,4,12,xyz,2031-04-12
9742,2747,6995,2002,4,13,xyz,2031-04-13
3643,1475,2168,2002,4,14,xyz,2031-04-14
4730,9785,-5055,2002,4,15,xyz,2031-04-15
3131,2094,1037,2002,4,16,xyz,2031-04-16
7905,7471,434,2002,4,17,xyz,2031-04-17
4812,2207,2605,2002,4,18,xyz,2031-04-18
8356,5958,2398,2002,4,19,xyz,2031-04-19
1225,8589,-7364,2002,4,20,xyz,2031-04-20
2826,6698,-3872,2002,4,21,xyz,2031-04-21
2724,6395,-3671,2002,4,22,xyz,2031-04-22
4830,1725,3105,2002,4,23,xyz,2031-04-23
5906,5467,439,2002,4,24,xyz,2031-04-24
3150,667,2483,2002,4,25,xyz,2031-04-25
6014,4283,1731,2002,4,26,xyz,2031-04-26
2548,1853,695,2002,4,27,xyz,2031-04-27
7144,8676,-1532,2002,4,28,xyz,2031-04-28
3354,4122,-768,2002,4,29,xyz,2031-04-29
1389,2369,-980,2002,4,30,xyz,2031-04-30
3086,5142,-2056,2002,5,1,xyz,2031-05-01
7695,4424,3271,2002,5,2,xyz,2031-05-02
6725,6834,-109,2002,5,3,xyz,2031-05-03
8676,7428,1248,2002,5,4,xyz,2031-05-04
8372,1726,6646,2002,5,5,xyz,2031-05-05
1698,2557,-859,2002,5,6,xyz,2031-05-06
2882,8959,-6077,2002,5,7,xyz,2031-05-07
6656,4527,2129,2002,5,8,xyz,2031-05-08
4278,5872,-1594,2002,5,9,xyz,2031-05-09
9768,5394,4374,2002,5,10,xyz,2031-05-10
2582,7747,-5165,2002,5,11,xyz,2031-05-11
2248,2065,183,2002,5,12,xyz,2031-05-12
4998,2297,2701,2002,5,13,xyz,2031-05-13
2001,8433,-6432,2002,5,14,xyz,2031-05-14
1851,4325,-2474,2002,5,15,xyz,2031-05-15
9530,3821,5709,2002,5,16,xyz,2031-05-16
5771,5624,147,2002,5,17,xyz,2031-05-17
3885,3740,145,2002,5,18,xyz,2031-05-18
6290,3035,3255,2002,5,19,xyz,2031-05-19
1024,2066,-1042,2002,5,20,xyz,2031-05-20
4813,6777,-1964,2002,5,21,xyz,2031-05-21
1974,5350,-3376,2002,5,22,xyz,2031-05-22
8872,9984,-1112,2002,5,23,xyz,2031-05-23
7349,2353,4996,2002,5,24,xyz,2031-05-24
8367,7810,557,2002,5,25,xyz,2031-05-25
6472,4568,1904,2002,5,26,xyz,2031-05-26
2085,4921,-2836,2002,5,27,xyz,2031-05-27
8099,5166,2933,2002,5,28,xyz,2031-05-28
6724,8149,-1425,2002,5,29,xyz,2031-05-29
1838,8998,-7160,2002,5,30,xyz,2031-05-30
2103,1521,582,2002,5,31,xyz,2031-05-31
3226,4895,-1669,2002,6,1,xyz,2031-06-01
4127,7104,-2977,2002,6,2,xyz,2031-06-02
1937,7354,-5417,2002,6,3,xyz,2031-06-03
7877,5773,2104,2002,6,4,xyz,2031-06-04
9512,2061,7451,2002,6,5,xyz,2031-06-05
3901,8960,-5059,2002,6,6,xyz,2031-06-06
6104,9430,-3326,2002,6,7,xyz,2031-06-07
5081,9983,-4902,2002,6,8,xyz,2031-06-08
8412,3090,5322,2002,6,9,xyz,2031-06-09
1842,9087,-7245,2002,6,10,xyz,2031-06-10
7879,7339,540,2002,6,11,xyz,2031-06-11
4053,7865,-3812,2002,6,12,xyz,2031-06-12
4224,4903,-679,2002,6,13,xyz,2031-06-13
1985,4424,-2439,2002,6,14,xyz,2031-06-14
2604,5936,-3332,2002,6,15,xyz,2031-06-15
8913,2969,5944,2002,6,16,xyz,2031-06-16
2806,8383,-5577,2002,6,17,xyz,2031-06-17
8026,8129,-103,2002,6,18,xyz,2031-06-18
3430,1897,1533,2002,6,19,xyz,2031-06-19
1707,5144,-3437,2002,6,20,xyz,2031-06-20
2680,5889,-3209,2002,6,21,xyz,2031-06-21
8763,1631,7132,2002,6,22,xyz,2031-06-22
9976,2433,7543,2002,6,23,xyz,2031-06-23
1579,7188,-5609,2002,6,24,xyz,2031-06-24
6745,5724,1021,2002,6,25,xyz,2031-06-25
3279,8327,-5048,2002,6,26,xyz,2031-06-26
8449,3305,5144,2002,6,27,xyz,2031-06-27
4231,9620,-5389,2002,6,28,xyz,2031-06-28
5903,904,4999,2002,6,29,xyz,2031-06-29
1844,3059,-1215,2002,6,30,xyz,2031-06-30
7666,8254,-588,2002,7,1,xyz,2031-07-01
1553,7672,-6119,2002,7,2,xyz,2031-07-02
2684,4143,-1459,2002,7,3,xyz,2031-07-03
9983,6442,3541,2002,7,4,xyz,2031-07-04
2632,2436,196,2002,7,5,xyz,2031-07-05
